ID	MI	H	C	O	N	S	P	MN	ERROR
7529	448,94599	12	9	13	2	1	2	449,953538	0,60474944
7531	448,959702	14	5	14	4	3	0	449,966869	-0,243897228
7533	448,9685569	20	7	10	2	3	2	449,975535	-0,664634959
7535	448,9780517	21	7	10	2	2	3	449,985051	-0,617402499
7537	448,9918965	17	10	12	2	0	3	449,999439	0,592437958
7539	449,0064475	18	12	14	0	2	0	450,013802	0,173716852
7540	449,0093475	19	11	11	2	2	1	450,016792	0,374156881
7541	449,012715	15	15	14	0	0	1	450,019947	-0,099106335
7542	449,0188688	20	11	11	2	1	2	450,026308	0,362345443
7543	449,02098	19	10	10	4	2	1	450,028025	-0,515566376
7544	449,0243027	18	12	16	0	1	0	450,031561	-0,040532329
7545	449,0271613	19	11	13	2	1	1	450,034551	0,252100499
7546	449,033881	19	12	16	0	0	1	450,041077	-0,179273809
7547	449,0368813	20	11	13	2	0	2	450,044067	-0,202210603
7548	449,0453957	20	14	7	4	1	2	450,052796	0,275695881
7549	449,04744	22	11	9	4	3	0	450,054894	0,395281019
7550	449,0552581	24	12	10	2	1	2	450,062693	0,352740428
7551	449,0703123	23	13	15	0	0	1	450,077462	-0,282361208
7552	449,07266	26	13	9	2	3	0	450,080046	0,24383576
7553	449,07589	22	17	12	0	1	0	450,083201	0,076824426
7554	449,0859433	23	10	10	6	1	1	450,093402	0,405712824
7555	449,0919156	22	14	7	6	2	0	450,099141	-0,113785183
7556	449,097078	26	14	14	0	1	0	450,104331	-0,052327219
7557	449,10146	26	12	10	4	2	0	450,109038	0,671340052
7558	449,1060339	26	17	8	2	2	0	450,11306	-0,557552383
7559	449,1089667	30	14	8	2	3	0	450,116431	0,418161149
7561	449,1130478	26	11	9	6	2	0	450,120271	-0,118678374
7562	449,1147357	26	20	2	4	3	0	450,121789	-0,496977928
7563	449,1169967	26	16	7	4	2	0	450,124293	0,044086506
7564	449,119645	26	12	12	4	1	0	450,126797	-0,27720906
7566	449,1301011	26	18	13	0	0	0	450,137345	-0,072584764
7567	449,1334	30	15	13	0	1	0	450,140716	0,087947137
7568	449,14289	31	15	13	0	0	1	450,150232	0,145833301
7569	449,15085	30	21	1	4	3	0	450,158174	0,105755104
7570	449,1527068	26	16	11	4	0	0	450,159811	-0,383611327
7571	449,166445	30	19	12	0	0	0	450,17373	0,018923942
7573	449,1794133	35	16	12	0	0	1	450,186617	-0,162073349
7574	449,2028438	34	20	11	0	0	0	450,210115	-0,011798679
7576	449,2215969	38	21	8	0	1	0	450,228741	-0,294732132
7577	449,2391483	38	21	10	0	0	0	450,2465	0,16739411
7580	449,965544	14	13	7	3	3	1	450,973152	0,736722534
7581	449,9775226	15	9	12	3	1	2	450,985172	0,828707374
7582	449,9952867	17	10	11	3	3	0	451,002525	-0,084889785
7583	450,0100626	17	14	8	3	3	0	451,01778	0,979754909
7584	450,0128774	14	12	10	5	1	1	451,019903	-0,557539911
7585	450,0196742	18	14	8	3	2	1	451,027296	0,767299198
7586	450,0222927	18	10	13	3	1	1	451,0298	0,512863219
7588	450,02932	21	15	5	3	4	0	451,036406	-0,423305932
7589	450,0374821	18	14	10	3	1	1	451,045055	0,658611375
7590	450,0563314	22	15	7	3	2	1	451,063681	0,162424086
7591	450,0655395	22	12	15	1	0	1	451,072711	-0,233299409
7592	450,108285	29	18	6	1	3	0	451,115702	0,312147012
7594	450,1188423	25	16	10	3	1	0	451,126068	-0,112859096
7596	450,1382323	30	14	13	1	0	1	451,145481	-0,06175881
7597	450,1414567	25	14	8	7	1	0	451,148534	-0,442527755
7598	450,1616452	29	18	12	1	0	0	451,168979	0,127287594
7599	450,1697185	33	13	8	5	2	0	451,177057	0,137725815
7600	450,1995688	29	20	7	5	0	0	451,2067	-0,32274586
7610	450,902616	15	5	10	2	3	3	451,910172	0,619867388
7611	450,9107139	8	13	12	0	3	0	451,917793	-0,437780874
7613	450,9142867	10	9	15	0	1	2	451,92157	0,015080471
7614	450,9205013	15	5	12	2	2	3	451,927931	0,339749352
7616	450,92356	11	9	15	0	0	3	451,931086	0,553308552
7617	450,9331654	14	10	12	0	2	2	451,940196	-0,545313924
7618	450,9426425	12	9	13	2	3	0	451,950156	0,525565456
7619	450,9512933	18	11	9	0	3	2	451,958822	0,55926186
7620	450,97111	15	9	13	2	0	3	451,978704	0,704035734
7621	450,9807765	18	10	10	2	2	2	451,987814	-0,529956351
7622	450,995403	17	11	15	0	1	1	452,002583	-0,213971185
7623	451,0042088	20	12	12	0	3	0	452,011693	0,460527641
7624	451,007	21	11	9	2	3	1	452,014683	0,901315575
7625	451,0132428	18	14	9	2	1	2	452,020828	0,684458369
7626	451,0164404	16	19	9	0	2	0	452,023577	-0,310188345
7627	451,0215386	17	14	11	2	1	1	452,029071	0,567378347
7628	451,0250691	21	11	11	2	2	1	452,032442	0,213735302
7629	451,0284887	17	15	14	0	0	1	452,035597	-0,372925584
7630	451,0345413	22	11	11	2	1	2	452,041958	0,310840842
7631	451,0368417	17	18	8	2	1	1	452,044326	0,460716033
7632	451,0399321	20	12	16	0	1	0	452,047211	0,005321037
7633	451,04217	20	14	7	4	3	0	452,049414	-0,072055352
7634	451,0495169	21	12	16	0	0	1	452,056727	-0,14721224
7635	451,0580042	21	15	10	2	1	1	452,065456	0,388641661
7636	451,0705602	20	20	10	0	1	0	452,077721	-0,256500955
7637	451,0762091	24	13	15	0	1	0	452,083596	0,24474794
7638	451,085905	25	13	15	0	0	1	452,093112	-0,154072672
7639	451,0883909	20	20	12	0	0	0	452,09548	-0,415439815
7640	451,0917768	24	17	12	0	1	0	452,098851	-0,448467698
7641	451,1035042	28	17	6	2	3	0	452,110951	0,377518539
7642	451,1127849	28	14	14	0	1	0	452,119981	-0,178225971
7643	451,1159138	29	13	11	2	1	1	452,122971	-0,486128066
7644	451,1222817	29	14	14	0	0	1	452,129497	-0,135661684
7645	451,12485	32	14	8	2	3	0	452,132081	-0,100859007
7646	451,1376525	28	14	3	8	3	0	452,14465	-0,618436903
7648	451,1643706	32	19	10	0	1	0	452,171621	-0,057850316
7649	451,183855	28	20	8	4	0	0	452,190716	-0,92091146
7652	451,2183277	36	20	11	0	0	0	452,225765	0,356368376
7653	451,2201968	32	21	7	4	0	0	452,227101	-0,825096726
7654	451,2551033	40	21	10	0	0	0	452,26215	-0,509246578
7656	451,9213945	13	8	9	3	3	2	452,928919	0,548767699
7657	451,936335	12	9	14	1	2	1	452,943688	0,169271601
7660	452,0075495	15	13	11	3	2	0	453,014804	-0,048671756
7661	452,0272927	20	11	14	1	1	1	453,034217	-0,7791571
7662	452,030175	21	10	11	3	1	2	453,037207	-0,540893387
7663	452,035195	19	17	2	5	4	0	453,042159	-0,69131833
7664	452,03673	21	11	14	1	0	2	453,043733	-0,605039695
7665	452,0399094	20	19	6	1	2	1	453,046968	-0,482037317
7666	452,0432514	16	16	7	5	1	1	453,050808	0,61963059
7668	452,0534708	20	14	10	3	1	1	453,060705	-0,09357301
7669	452,0728824	19	13	11	5	1	0	453,080181	0,04888592
7670	452,081575	25	15	7	3	1	2	453,088847	-0,009953956
7671	452,0867143	23	16	12	1	1	0	453,0941	0,241546522
7672	452,0882967	19	17	8	5	1	0	453,095436	-0,303480631
7673	452,1068067	23	18	5	5	2	0	453,114062	-0,046891577
7674	452,1094341	23	14	10	5	1	0	453,116566	-0,319834171
7675	452,1201433	23	20	11	1	0	0	453,127114	-0,676369348
7676	452,1256438	27	19	2	5	3	0	453,132688	-0,513795496
7677	452,1281625	27	15	7	5	2	0	453,135192	-0,546305573
7678	452,134651	27	16	10	3	1	0	453,141718	-0,463357755
7679	452,140973	27	17	13	1	0	0	453,148244	-0,012164348
7680	452,1430075	35	19	3	1	4	0	453,149978	-0,676777484
7681	452,1538873	32	14	13	1	0	1	453,161131	-0,072541679
7682	452,15709	27	14	8	7	1	0	453,164184	-0,403620949
7684	452,1677203	27	20	9	3	0	0	453,174732	-0,585623748
7685	452,17072	31	17	9	3	1	0	453,178103	0,235530454
7686	452,1803367	32	17	9	3	0	1	453,187619	0,012826741
7691	452,9181505	17	5	10	2	3	3	453,925822	0,872121497
7692	452,9231257	12	8	12	2	2	2	453,930694	0,644259026
7693	452,9250567	17	6	13	0	2	3	453,932348	0,032676486
7695	452,930125	12	9	15	0	1	2	453,93722	-0,400724224
7696	452,9329527	13	8	12	2	1	3	453,94021	-0,042390382
7697	452,9424	8	9	10	6	1	2	453,949789	0,248375891
7698	452,951256	16	6	17	0	1	2	453,95835	-0,402913274
7699	452,9610094	12	10	7	6	2	2	453,968415	0,285013413
7700	452,9780944	20	10	8	2	3	2	453,985705	0,737562716
7701	452,9850088	14	12	9	4	3	0	453,992294	0,019205933
7702	452,9875929	15	18	8	0	2	1	453,994599	-0,596926197
7703	452,995992	20	10	10	2	2	2	454,003464	0,431570961
7704	453,0085777	19	15	10	0	2	1	454,015729	-0,276374534
7705	453,0176057	20	15	10	0	1	2	454,025245	0,800851236
7706	453,0199456	22	12	12	0	3	0	454,027343	0,266875595
7707	453,0288842	20	14	9	2	1	2	454,036478	0,700396352
7708	453,0372988	19	14	11	2	1	1	454,044721	0,321606971
7709	453,039415	18	13	10	4	2	0	454,046438	-0,559554276
7710	453,045115	15	16	10	4	0	1	454,052583	0,422695031
7711	453,0482535	27	13	9	0	3	1	454,055485	-0,099327178
7712	453,0505517	24	11	11	2	1	2	454,057608	-0,486038713
7713	453,0556023	22	12	16	0	1	0	454,062861	-0,039288777
7714	453,0599	19	12	9	6	1	1	454,067187	0,023175743
7715	453,0651458	23	12	16	0	0	1	454,072377	-0,099985631
7716	453,0693683	22	13	6	6	3	0	454,076297	-0,767653457
7717	453,0736931	23	15	10	2	1	1	454,081106	0,301054687
7718	453,0804127	23	16	13	0	0	1	454,087632	-0,126246921
7719	453,0845674	22	17	3	6	3	0	454,091552	-0,644251005
7720	453,08677	22	13	8	6	2	0	454,094056	0,020967286
7721	453,08879	22	16	15	0	0	0	454,095875	-0,422654643
7722	453,091949	26	13	15	0	1	0	454,099246	0,045244677
7723	453,1015527	27	13	15	0	0	1	454,108762	-0,148311145
7724	453,1057404	26	14	5	6	3	0	454,112682	-0,739121617
7725	453,1192471	22	24	9	0	0	0	454,126385	-0,305879839
7726	453,125011	26	17	14	0	0	0	454,13226	-0,060689657
7727	453,1282191	30	14	14	0	1	0	454,135631	0,298811581
7729	453,141965	30	15	4	6	3	0	454,149067	-0,385089179
7730	453,1438667	30	18	11	0	1	0	454,150886	-0,567590483
7733	453,1799113	34	19	10	0	1	0	454,187271	0,183591511
7734	453,234006	38	20	11	0	0	0	454,241415	0,29234338
7735	453,981255	15	11	7	5	2	2	454,988816	0,626677464
7737	454,011955	17	14	12	1	2	0	455,019221	-0,023127145
7738	454,0232906	17	13	11	3	2	0	455,030454	-0,249106225
7739	454,0379407	21	9	10	5	3	0	455,045058	-0,350631614
7740	454,0407027	17	13	13	3	1	0	455,048213	0,514931543
7741	454,0515945	25	12	11	1	3	0	455,058977	0,233453591
7742	454,0588737	18	16	7	5	1	1	455,066458	0,677885202
7743	454,06086	23	14	8	3	1	2	455,068112	-0,053957527
7744	454,0685298	21	17	4	5	3	0	455,075568	-0,524810925
7745	454,0726155	26	11	10	3	2	1	455,079726	-0,365580427
7746	454,0880333	29	13	10	1	3	0	455,095362	0,11495567
7747	454,1023833	25	16	12	1	1	0	455,10975	0,19863358
7748	454,1091267	26	20	7	1	1	1	455,116762	0,790117827
7749	454,127995	26	13	7	7	1	1	455,135206	-0,144232485
7750	454,135499	25	20	11	1	0	0	455,142764	-0,025322839
7751	454,149985	29	16	10	3	1	0	455,157368	0,234503971
7752	454,1564976	29	17	13	1	0	0	455,163894	0,264005842
7753	454,1583258	25	18	9	5	0	0	455,16523	-0,819758846
7754	454,1930693	33	18	12	1	0	0	455,200279	-0,14707404
7755	454,9038379	14	8	8	2	4	2	455,910826	-0,633980544
7756	454,9215033	14	8	10	2	3	2	455,928585	-0,428205926
7757	454,9309988	15	8	10	2	2	3	455,938101	-0,383135173
7758	454,93877	14	8	12	2	2	2	455,946344	0,653933727
7760	454,9485052	15	8	12	2	1	3	455,95586	0,172107361
7761	454,95788	18	9	9	2	3	2	455,96497	-0,409928225
7762	454,961115	14	13	12	0	1	2	455,968125	-0,585764689
7763	454,9669998	21	10	6	2	5	1	455,97408	-0,43146005
7764	454,9752205	18	9	11	2	2	2	455,982729	0,50991762
7765	454,9767181	14	10	7	6	2	2	455,984065	0,154733168
7766	454,9849553	19	9	11	2	1	3	455,992245	0,029011947
7767	454,9992065	20	11	13	0	3	0	456,006608	0,274725678
7768	455,00249	19	9	13	2	0	3	456,010004	0,521974893
7770	455,0059225	21	15	8	0	3	1	456,01362	0,925261826
7771	455,0067167	13	15	9	4	1	1	456,014089	0,210546298
7772	455,0091325	21	11	13	0	2	1	456,016124	-0,626361447
7773	455,011265	16	18	10	0	2	0	456,018492	-0,108788527
7774	455,01657	17	13	12	2	1	1	456,023986	0,306582148
7775	455,02188	20	9	11	4	3	0	456,029074	-0,181309996
7776	455,02309	17	14	15	0	0	1	456,030512	0,31976389
7777	455,0355973	24	12	12	0	3	0	456,042993	0,261957459
7778	455,0445175	22	14	9	2	1	2	456,052128	0,733993581
7779	455,0529625	21	14	11	2	1	1	456,060371	0,290076041
7780	455,060233	25	16	9	0	2	1	456,067764	0,559266311
7781	455,071269	24	12	16	0	1	0	456,078511	-0,075812307
7782	455,0744438	25	11	13	2	1	1	456,081501	-0,481899409
7783	455,0807946	25	12	16	0	0	1	456,088027	-0,096905878
7784	455,0839592	26	11	13	2	0	2	456,091017	-0,480570894
7785	455,0865706	24	16	13	0	1	0	456,093766	-0,178207883
7786	455,0960435	25	16	13	0	0	1	456,103282	-0,083498865
7787	455,1018077	24	20	10	0	1	0	456,109021	-0,138870046
7788	455,1195338	24	20	12	0	0	0	456,12678	-0,066575921
7789	455,1211433	28	14	5	6	3	0	456,128332	-0,192915707
7790	455,1406465	28	17	14	0	0	0	456,14791	-0,0285626
7791	455,159301	32	18	11	0	1	0	456,166536	-0,091176877
7792	455,1770542	32	18	13	0	0	0	456,184295	-0,078431025
7793	455,1817952	32	16	9	4	1	0	456,189002	-0,153125655
7794	455,1912654	33	16	9	4	0	1	456,198518	-0,052505404
7795	455,251098	36	21	7	4	0	0	456,258401	0,058209631
7798	455,9857792	17	12	8	3	2	2	456,993233	0,388827764
7800	456,0173594	15	16	9	3	2	0	457,024974	0,741418594
7802	456,0388556	19	13	11	3	2	0	457,046104	-0,06161756
7803	456,0536516	23	9	10	5	3	0	457,060708	-0,482618888
7804	456,0563254	16	15	10	5	0	1	457,063482	-0,262906191
7805	456,0745968	20	16	7	5	1	1	457,082108	0,514608533
7806	456,0841619	23	17	4	5	3	0	457,091218	-0,483244377
7807	456,1181723	27	16	12	1	1	0	457,1254	-0,106989829
7808	456,1358973	27	16	14	1	0	0	457,143159	-0,032446472
7809	456,140542	27	14	10	5	1	0	457,147866	0,104134561
7810	456,1655527	31	16	10	3	1	0	457,173018	0,413884654
7812	456,1723065	31	17	13	1	0	0	457,179544	-0,085494018
7813	456,1743867	31	19	4	5	2	0	457,181747	0,183701644
7816	456,2100747	31	19	8	5	0	0	457,217265	-0,188948077
7818	456,9008948	12	7	11	2	3	2	457,90785	-0,703216452
7819	456,9101067	13	7	11	2	2	3	457,917366	-0,037644168
7820	456,9180546	12	7	13	2	2	2	457,925609	0,608204968
7822	456,9226059	12	12	11	0	2	2	457,929631	-0,55020289
7823	456,92365	11	11	10	2	3	1	457,931348	0,92247274
7824	456,92467	12	8	16	0	1	2	457,932135	0,412540479
7825	456,927826	13	7	13	2	1	3	457,935125	0,04924191
7827	456,93637	12	7	15	2	1	2	457,943368	-0,609494424
7828	456,9403781	12	12	13	0	1	2	457,94739	-0,579069318
7829	456,946328	17	8	10	2	2	3	457,953751	0,320606478
7830	456,9557843	20	9	7	2	4	2	457,962861	-0,43724162
7831	456,9639633	17	8	12	2	1	3	457,97151	0,591293542
7832	456,9701854	19	10	12	0	3	1	457,97763	0,367857562
7833	456,9735356	20	9	9	2	3	2	457,98062	-0,42037463
7834	456,9826326	23	10	6	2	5	1	457,98973	-0,391918767
7835	456,9876428	16	12	11	2	1	2	457,995008	0,194097114
7836	456,9924488	16	10	7	6	2	2	457,999715	-0,022538666
7837	456,995046	20	14	9	0	2	2	458,002401	0,171774261
7838	457,0033898	19	14	11	0	2	1	458,010644	-0,048796139
7839	457,006485	20	13	8	2	2	2	458,013634	-0,278989554
7840	457,01413	18	16	4	4	4	0	458,02109	-0,692539242
7842	457,0267629	18	18	10	0	2	0	458,034142	0,224494461
7843	457,03219	19	13	12	2	1	1	458,039636	0,370870895
7844	457,0427	24	14	7	2	2	2	458,050019	0,092989115
7845	457,0502218	19	13	14	2	0	1	458,057395	-0,2260146
7846	457,052805	22	13	8	4	3	0	458,059979	-0,224262978
7847	457,054805	19	11	10	6	1	1	458,062102	0,044852387
7848	457,0601913	24	14	9	2	1	2	458,067778	0,678684767
7849	457,0655332	19	17	11	2	0	1	458,07265	-0,349402972
7850	457,067565	22	17	5	4	3	0	458,075234	0,858734448
7851	457,0753448	23	15	14	0	0	1	458,082547	-0,162555283
7852	457,0925413	22	18	10	2	1	0	458,099519	-0,653697377
7853	457,094574	27	9	9	6	2	1	458,101858	0,016407983
7854	457,0988271	22	19	13	0	0	0	458,106045	-0,128199864
7855	457,1022633	26	16	13	0	1	0	458,109416	-0,270836623
7856	457,1119683	27	16	13	0	0	1	458,118932	-0,684296706
7857	457,1167977	23	22	7	2	0	1	458,12429	0,472089189
7858	457,1199504	26	16	15	0	0	0	458,127175	-0,113536952
7859	457,1221057	26	18	6	4	2	0	458,129378	-0,009187917
7860	457,123482	31	16	7	2	2	1	458,131032	0,59830625
7861	457,1248509	26	14	11	4	1	0	458,131882	-0,536833933
7862	457,133934	27	14	11	4	0	1	458,141398	0,410164088
7863	457,1563458	30	17	14	0	0	0	458,16356	-0,136277248
7864	457,1610788	30	15	10	4	1	0	458,168267	-0,193148588
7865	457,16877	26	17	9	6	0	0	458,176129	0,180458488
7868	457,1925698	34	18	13	0	0	0	458,199945	0,215882727
7870	457,24161	34	19	7	6	0	0	458,248899	0,027337844
7871	457,2668281	38	21	7	4	0	0	458,274051	-0,117218226
7880	458,0174363	20	13	11	1	0	3	459,024925	0,463300925
7881	458,0344075	21	17	4	3	4	0	459,041491	-0,421365902
7882	458,03697	19	12	12	3	0	2	459,044401	0,337308903
7883	458,0427519	18	16	9	3	1	1	459,05014	0,24364532
7884	458,0763591	21	18	11	1	1	0	459,083535	-0,219614089
7885	458,085836	22	18	11	1	0	1	459,093051	-0,134254333
7887	458,1053244	21	17	12	3	0	0	459,112527	-0,16131664
7888	458,1086923	25	14	12	3	1	0	459,115898	-0,154548499
7889	458,1178367	21	25	4	3	1	0	459,125278	0,359732644
7891	458,130622	25	19	12	1	0	0	459,137679	-0,479121226
7892	458,13326	26	18	9	3	0	1	459,140669	0,289217076
7893	458,13401	29	16	12	1	1	0	459,14105	-0,516224766
7894	458,1450436	29	15	11	3	1	0	459,152283	-0,080978728
7895	458,15149	29	16	14	1	0	0	459,158809	0,092764068
7896	458,154604	30	15	11	3	0	1	459,161799	-0,177887582
7897	458,1596847	26	21	5	5	0	1	459,167157	0,427361732
7898	458,176644	33	24	0	3	3	0	459,18366	-0,568558331
7899	458,179316	33	20	5	3	2	0	459,186164	-0,935224236
7900	458,1878872	33	17	13	1	0	0	459,195194	0,066130072
7901	458,2257155	33	19	8	5	0	0	459,232915	-0,168039484
7902	458,2620944	37	20	7	5	0	0	459,2693	-0,15471498
7903	458,27012	37	30	3	1	0	0	459,277344	-0,114561268
7912	458,9254448	15	7	11	2	2	3	459,933016	0,642151823
7915	458,9495246	17	9	13	0	3	1	459,956895	0,204597621
7916	458,9519145	14	7	15	2	1	2	459,959018	-0,37694595
7917	458,9585523	17	12	7	2	4	1	459,965624	-0,446227857
7918	458,961865	19	8	10	2	2	3	459,969401	0,565406133
7919	458,976285	15	11	12	2	0	3	459,983789	0,495668065
7920	458,98569	21	10	12	0	3	1	459,99328	0,683027364
7921	458,99196	18	13	12	0	1	2	459,999425	0,410682406
7922	458,9937488	17	12	11	2	2	1	460,001142	0,254251764
7923	459,00059	17	13	14	0	1	1	460,007668	-0,432461505
7924	459,0032569	18	12	11	2	1	2	460,010658	0,271457695
7925	459,0216913	22	13	8	2	2	2	460,029284	0,688855861
7926	459,0299	21	13	10	2	2	1	460,037527	0,763566235
7927	459,0314482	17	14	6	6	2	1	460,038863	0,301286456
7928	459,0396629	22	13	10	2	1	2	460,047043	0,225688508
7929	459,0424267	22	9	15	2	0	2	460,049547	-0,340273674
7930	459,044352	17	16	12	2	0	1	460,051915	0,62412231
7931	459,0521583	21	18	10	0	1	1	460,059308	-0,276221411
7932	459,0580416	25	11	15	0	1	1	460,065183	-0,294298384
7933	459,0757329	26	14	9	2	1	2	460,083428	0,911831291
7934	459,0774067	24	16	2	6	4	0	460,084358	-0,708377772
7935	459,08135	24	15	14	0	1	0	460,088681	0,118715329
7936	459,0910333	25	15	14	0	0	1	460,098197	-0,245702964
7937	459,093495	28	15	8	2	3	0	460,100781	0,020692952
7938	459,099451	25	18	8	2	1	1	460,106926	0,432368006
7939	459,1042233	24	13	12	4	1	0	460,111147	-0,768453552
7940	459,114946	25	22	5	2	1	1	460,122181	-0,090391315
7941	459,1181242	28	16	13	0	1	0	460,125066	-0,72900682
7942	459,120615	29	15	10	2	1	1	460,128056	0,35829352
7943	459,1216038	24	19	0	8	3	0	460,128605	-0,599623635
7944	459,1248084	29	20	8	0	1	1	460,132078	-0,015028593
7945	459,1258825	25	21	4	4	1	1	460,133414	0,555402926
7946	459,1280265	24	20	3	6	2	0	460,135131	-0,374623317
7947	459,1356063	28	16	15	0	0	0	460,142825	-0,125888749
7948	459,145435	32	20	4	2	3	0	460,152421	-0,632697533
7950	459,1476975	32	16	9	2	2	0	460,154925	-0,106719484
7953	459,1719467	32	17	14	0	0	0	460,17921	-0,028747402
7954	459,174285	32	19	5	4	2	0	460,181413	-0,323406717
7955	459,1872252	32	21	11	0	0	0	460,194465	-0,079923833
7956	459,1905813	36	18	11	0	1	0	460,197836	-0,047474844
7957	459,2001113	37	18	11	0	0	1	460,207352	-0,07796166
7958	459,2058435	36	22	8	0	1	0	460,213091	-0,063152511
7959	459,20974	32	19	9	4	0	0	460,216931	-0,186189465
7960	459,2235867	36	22	10	0	0	0	460,23085	-0,028744169
7961	459,2291129	40	21	1	4	3	0	460,236424	0,07534365
7962	459,2461078	36	20	8	4	0	0	460,253316	-0,148722023
7963	459,265505	44	22	0	4	3	0	460,272809	0,059878214
7966	459,9619035	15	11	9	3	4	0	460,969116	-0,139141978
7967	460,0040479	16	15	8	3	2	1	461,011646	0,699123794
7968	460,008045	18	11	11	3	0	3	461,015423	0,220648266
7969	460,0182025	16	10	12	5	1	1	461,025383	-0,208687438
7970	460,0250309	19	15	4	5	4	0	461,031989	-0,692136729
7971	460,027743	17	10	12	5	0	2	461,034899	-0,261940792
7972	460,0434157	20	12	12	3	1	1	461,050535	-0,341706996
7973	460,0555297	19	17	12	1	1	0	461,0628	-0,013476634
7974	460,085027	23	17	8	3	2	0	461,092659	0,772682666
7975	460,0885364	27	14	8	3	3	0	461,09603	0,471865479
7976	460,1228029	28	15	13	1	0	1	461,129831	-0,53985617
7981	460,1444157	27	16	5	7	2	0	461,15151	-0,395962802
7982	460,1670133	31	16	14	1	0	0	461,174459	0,367692453
7983	460,175361	28	21	5	5	0	1	461,182807	0,368337708
7984	460,1906128	35	15	7	5	2	0	461,197792	-0,211434171
7985	460,19392	31	19	10	3	0	0	461,200947	-0,542163041
7986	460,2050132	31	18	9	5	0	0	461,21218	-0,23837208
7987	460,209625	31	16	5	9	1	0	461,216887	-0,031507382
7988	460,2187729	35	21	10	1	0	0	461,226099	0,107774819
7989	460,2413886	35	19	8	5	0	0	461,248565	-0,217494611
7990	460,24951	43	22	1	3	3	0	461,256825	0,083650272
7995	460,9553609	15	11	10	2	3	1	461,962648	0,022995719
7996	460,9571065	14	10	9	4	4	0	461,964365	-0,039049188
7997	460,9651629	19	9	13	0	3	1	461,972545	0,229084504
7998	460,968545	20	8	10	2	3	2	461,975535	-0,621517848
7999	460,9728915	15	11	12	2	2	1	461,980407	0,518468397
8000	460,9749206	20	9	13	0	2	2	461,982061	-0,295243915
8001	460,976315	19	8	12	2	3	1	461,983778	0,404575937
8003	460,9786112	16	6	14	4	1	2	461,985901	0,028851663
8004	460,982511	16	11	12	2	1	2	461,989923	0,293937312
8005	460,9869125	16	9	8	6	2	2	461,99463	0,956642295
8006	460,9881363	15	15	9	2	2	1	461,995662	0,540577611
8007	460,9905087	15	11	14	2	1	1	461,998166	0,826046694
8008	460,9922722	17	11	12	2	0	3	461,999439	-0,237965
8009	460,99464	15	16	12	0	1	1	462,002188	0,588943594
8010	461,0014571	23	10	12	0	3	1	462,00893	0,426028841
8011	461,0091384	19	12	11	2	2	1	462,016792	0,817987454
8012	461,011138	18	11	10	4	3	0	462,018509	0,204984159
8013	461,0158	19	13	14	0	1	1	462,023318	0,523842943
8014	461,01721	15	14	10	4	1	1	462,024654	0,363326868
8015	461,0188959	20	12	11	2	1	2	462,026308	0,294131024
8017	461,045696	23	13	10	2	2	1	462,053177	0,443556704
8018	461,0543893	22	13	12	2	2	0	462,06142	-0,533126106
8019	461,0571829	23	12	9	4	2	1	462,06441	-0,107145072
8020	461,0589	22	11	8	6	3	0	462,066127	-0,107361566
8021	461,0677738	23	18	10	0	1	1	462,074958	-0,200187529
8022	461,0726065	26	14	9	2	3	0	462,080046	0,353523372
8023	461,07849	23	17	9	2	1	1	462,086191	0,920666694
8024	461,0970497	26	15	14	0	1	0	462,104331	0,010409956
8025	461,1065811	27	15	14	0	0	1	462,113847	-0,022988178
8026	461,1148833	26	15	16	0	0	0	462,12209	-0,151372278
8027	461,1301333	26	19	13	0	0	0	462,137345	-0,140524343
8028	461,1326744	27	18	10	2	0	1	462,140335	0,832948306
8032	461,1512392	30	16	15	0	0	0	462,158475	-0,088257387
8033	461,1534078	30	18	6	4	2	0	462,160678	-0,013661398
8034	461,1559275	30	14	11	4	1	0	462,163182	-0,047706209
8035	461,1584081	30	16	2	8	3	0	462,165385	-0,649668724
8036	461,166466	30	20	12	0	0	0	462,17373	-0,027105181
8037	461,1850855	34	21	9	0	1	0	462,192356	-0,013009961
8038	461,1873894	34	23	0	4	3	0	462,194559	-0,231793035
8039	461,189252	30	18	10	4	0	0	462,196196	-0,720962681
8040	461,2028492	34	21	11	0	0	0	462,210115	-0,023200204
8041	461,215856	39	18	11	0	0	1	462,223002	-0,282947854
8042	461,2392474	38	22	10	0	0	0	462,2465	-0,051816929
8043	461,312021	46	24	8	0	0	0	462,31927	-0,059612584
8045	461,9684375	14	10	12	3	2	1	462,975656	-0,125549718
8046	461,9738788	13	14	9	3	3	0	462,981395	0,518860236
8047	461,9762971	16	11	13	1	0	3	462,983455	-0,256723194
8048	461,9783	18	8	15	1	2	1	462,985553	-0,050868193
8049	461,9833098	14	14	9	3	2	1	462,990911	0,70283875
8051	462,0049067	18	11	11	3	2	1	463,012041	-0,307789033
8052	462,0195875	18	15	8	3	2	1	463,027296	0,935024418
8053	462,0420906	23	9	16	1	0	2	463,049213	-0,333519509
8054	462,0605758	22	21	5	1	2	1	463,067703	-0,323117911
8055	462,0656228	22	13	15	1	0	1	463,072711	-0,40751804
8056	462,067145	21	12	14	3	1	0	463,074428	0,014067219
8057	462,0759074	21	15	8	5	2	0	463,083157	-0,058215547
8058	462,0818011	18	18	8	5	0	1	463,089302	0,485628065
8059	462,086768	27	13	9	3	1	2	463,094327	0,611356669
